,after_point,before_point,box,condition,date,experiment_name,experiment_program,session_end,session_start,subject,data_file,event,session_time
23,210,333594,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_off,3335.94
24,140,333594,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_end,3335.94
25,350,333794,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_on,3337.94
26,150,333794,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_start,3337.94
27,360,334594,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_off,3345.94
28,170,334794,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,central_light_on,3347.94
29,220,335326,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,central_light_off,3353.26
30,180,335326,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,mel_light_on,3353.26
31,160,335326,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_on,3353.26
32,120,335326,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_central_key,3353.26
33,110,335484,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_max_key,3354.84
34,230,335485,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,mel_light_off,3354.85
35,210,335485,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_off,3354.85
36,190,335485,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,feeder_on,3354.85
37,240,335785,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,feeder_off,3357.85
38,140,335785,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_end,3357.85
39,350,335985,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_on,3359.85
40,150,335985,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_start,3359.85
41,360,336785,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_off,3367.85
42,170,336985,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,central_light_on,3369.85
43,220,339013,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,central_light_off,3390.13
44,180,339013,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,mel_light_on,3390.13
45,160,339013,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_on,3390.13
46,120,339013,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_central_key,3390.13
47,110,340931,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_max_key,3409.31
48,230,340932,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,mel_light_off,3409.32
49,210,340932,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_off,3409.32
50,190,340932,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,feeder_on,3409.32
51,240,341232,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,feeder_off,3412.32
52,140,341232,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_end,3412.32
53,350,341432,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_on,3414.32
54,150,341432,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_start,3414.32
55,360,342232,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_off,3422.32
56,170,342432,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,central_light_on,3424.32
57,220,343014,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,central_light_off,3430.14
58,180,343014,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,mel_light_on,3430.14
59,160,343014,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_on,3430.14
60,120,343014,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_central_key,3430.14
61,120,343027,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_central_key,3430.27
62,110,343199,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_max_key,3431.99
63,230,343200,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,mel_light_off,3432.0
64,210,343200,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_off,3432.0
65,140,343200,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_end,3432.0
66,350,343400,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_on,3434.0
67,150,343400,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_start,3434.0
68,360,344200,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_off,3442.0
69,170,344400,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,central_light_on,3444.0
70,220,345362,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,central_light_off,3453.62
71,180,345362,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,mel_light_on,3453.62
72,160,345362,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_on,3453.62
73,120,345362,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_central_key,3453.62
74,110,345510,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_max_key,3455.1
75,230,345511,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,mel_light_off,3455.11
76,210,345511,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_off,3455.11
77,140,345511,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_end,3455.11
78,350,345711,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_on,3457.11
79,150,345711,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_start,3457.11
80,360,346511,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_off,3465.11
81,170,346711,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,central_light_on,3467.11
82,220,347143,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,central_light_off,3471.43
83,180,347143,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,mel_light_on,3471.43
84,160,347143,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_on,3471.43
85,120,347143,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_central_key,3471.43
86,120,347154,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_central_key,3471.54
87,110,347256,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_max_key,3472.56
88,230,347257,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,mel_light_off,3472.57
89,210,347257,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_off,3472.57
90,140,347257,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_end,3472.57
91,350,347457,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_on,3474.57
92,150,347457,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_start,3474.57
93,360,348257,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_off,3482.57
94,170,348457,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,central_light_on,3484.57
95,220,348536,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,central_light_off,3485.36
96,180,348536,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,mel_light_on,3485.36
97,160,348536,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_on,3485.36
98,120,348536,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_central_key,3485.36
99,120,348545,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_central_key,3485.45
100,110,348697,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_max_key,3486.97
101,230,348698,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,mel_light_off,3486.98
102,210,348698,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_off,3486.98
103,190,348698,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,feeder_on,3486.98
104,240,348998,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,feeder_off,3489.98
105,140,348998,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_end,3489.98
106,350,349198,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_on,3491.98
107,150,349198,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_start,3491.98
108,130,349832,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_mel_key,3498.32
109,130,349909,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_mel_key,3499.09
110,130,349961,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_mel_key,3499.61
111,360,349998,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_off,3499.98
112,170,350198,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,central_light_on,3501.98
113,220,350294,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,central_light_off,3502.94
114,180,350294,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,mel_light_on,3502.94
115,160,350294,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_on,3502.94
116,120,350294,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_central_key,3502.94
117,130,350398,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_mel_key,3503.98
118,230,350399,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,mel_light_off,3503.99
119,210,350399,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_off,3503.99
120,190,350399,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,feeder_on,3503.99
121,240,350699,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,feeder_off,3506.99
122,140,350699,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_end,3506.99
123,350,350899,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_on,3508.99
124,150,350899,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_start,3508.99
125,130,351122,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_mel_key,3511.22
126,130,351163,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_mel_key,3511.63
127,130,351209,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_mel_key,3512.09
128,130,351263,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_mel_key,3512.63
129,130,351459,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_mel_key,3514.59
130,130,351670,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_mel_key,3516.7
131,360,351699,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_off,3516.99
132,170,351899,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,central_light_on,3518.99
133,220,352322,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,central_light_off,3523.22
134,180,352322,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,mel_light_on,3523.22
135,160,352322,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_on,3523.22
136,120,352322,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_central_key,3523.22
137,110,352592,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_max_key,3525.92
138,230,352593,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,mel_light_off,3525.93
139,210,352593,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_off,3525.93
140,140,352593,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_end,3525.93
141,350,352793,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_on,3527.93
142,150,352793,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_start,3527.93
143,360,353593,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_off,3535.93
144,170,353793,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,central_light_on,3537.93
145,220,353878,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,central_light_off,3538.78
146,180,353878,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,mel_light_on,3538.78
147,160,353878,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_on,3538.78
148,120,353878,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_central_key,3538.78
149,130,354171,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_mel_key,3541.71
150,230,354172,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,mel_light_off,3541.72
151,210,354172,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_off,3541.72
152,140,354172,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_end,3541.72
153,350,354372,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_on,3543.72
154,150,354372,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_start,3543.72
155,130,354876,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_mel_key,3548.76
156,130,354926,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_mel_key,3549.26
157,360,355172,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_off,3551.72
158,170,355372,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,central_light_on,3553.72
159,220,355644,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,central_light_off,3556.44
160,180,355644,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,mel_light_on,3556.44
161,160,355644,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_on,3556.44
162,120,355644,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_central_key,3556.44
163,130,355830,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_mel_key,3558.3
164,230,355831,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,mel_light_off,3558.31
165,210,355831,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_off,3558.31
166,190,355831,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,feeder_on,3558.31
167,240,356131,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,feeder_off,3561.31
168,140,356131,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_end,3561.31
169,350,356331,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_on,3563.31
170,150,356331,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_start,3563.31
171,360,357131,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_off,3571.31
172,170,357331,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,central_light_on,3573.31
173,220,357662,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,central_light_off,3576.62
174,180,357662,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,mel_light_on,3576.62
175,160,357662,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_on,3576.62
176,120,357662,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_central_key,3576.62
177,120,357672,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_central_key,3576.72
178,130,357817,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_mel_key,3578.17
179,230,357818,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,mel_light_off,3578.18
180,210,357818,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_off,3578.18
181,140,357818,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_end,3578.18
182,350,358018,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_on,3580.18
183,150,358018,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_start,3580.18
184,360,358818,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_off,3588.18
185,170,359018,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,central_light_on,3590.18
186,220,359135,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,central_light_off,3591.35
187,180,359135,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,mel_light_on,3591.35
188,160,359135,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_on,3591.35
189,120,359135,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_central_key,3591.35
190,120,359146,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_central_key,3591.46
191,130,359278,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,resp_mel_key,3592.78
192,230,359279,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,mel_light_off,3592.79
193,210,359279,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,max_light_off,3592.79
194,140,359279,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_end,3592.79
195,350,359479,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,chamber_light_on,3594.79
196,150,359479,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,trial_start,3594.79
