,after_point,before_point,box,condition,date,experiment_name,experiment_program,session_end,session_start,subject,data_file,event,session_time
197,020,360000,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,0,3600.0
0,010,0,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z001,0.0
1,020,326531,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z002,3265.31
2,050,329700,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z005,3297.0
3,060,329700,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z006,3297.0
4,040,329700,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z004,3297.0
5,010,329900,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z001,3299.0
6,020,333400,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z002,3334.0
7,050,333594,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z005,3335.94
8,060,333594,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z006,3335.94
9,040,333594,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z004,3335.94
10,010,333794,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z001,3337.94
11,020,335326,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z002,3353.26
12,050,335485,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z005,3354.85
13,060,335485,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z006,3354.85
14,030,335485,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z003,3354.85
15,040,335785,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z004,3357.85
16,010,335985,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z001,3359.85
17,020,339013,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z002,3390.13
18,050,340932,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z005,3409.32
19,060,340932,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z006,3409.32
20,030,340932,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z003,3409.32
21,040,341232,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z004,3412.32
22,010,341432,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z001,3414.32
23,020,343014,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z002,3430.14
24,050,343200,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z005,3432.0
25,060,343200,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z006,3432.0
26,040,343200,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z004,3432.0
27,010,343400,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z001,3434.0
28,020,345362,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z002,3453.62
29,050,345511,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z005,3455.11
30,060,345511,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z006,3455.11
31,040,345511,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z004,3455.11
32,010,345711,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z001,3457.11
33,020,347143,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z002,3471.43
34,050,347257,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z005,3472.57
35,060,347257,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z006,3472.57
36,040,347257,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z004,3472.57
37,010,347457,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z001,3474.57
38,020,348536,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z002,3485.36
39,050,348698,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z005,3486.98
40,060,348698,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z006,3486.98
41,030,348698,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z003,3486.98
42,040,348998,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z004,3489.98
43,010,349198,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z001,3491.98
44,020,350294,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z002,3502.94
45,050,350399,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z005,3503.99
46,060,350399,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z006,3503.99
47,030,350399,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z003,3503.99
48,040,350699,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z004,3506.99
49,010,350899,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z001,3508.99
50,020,352322,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z002,3523.22
51,050,352593,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z005,3525.93
52,060,352593,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z006,3525.93
53,040,352593,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z004,3525.93
54,010,352793,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z001,3527.93
55,020,353878,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z002,3538.78
56,050,354172,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z005,3541.72
57,060,354172,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z006,3541.72
58,040,354172,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z004,3541.72
59,010,354372,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z001,3543.72
60,020,355644,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z002,3556.44
61,050,355831,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z005,3558.31
62,060,355831,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z006,3558.31
63,030,355831,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z003,3558.31
64,040,356131,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z004,3561.31
65,010,356331,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z001,3563.31
66,020,357662,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z002,3576.62
67,050,357818,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z005,3578.18
68,060,357818,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z006,3578.18
69,040,357818,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z004,3578.18
70,010,358018,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z001,3580.18
71,020,359135,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z002,3591.35
72,050,359279,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z005,3592.79
73,060,359279,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z006,3592.79
74,040,359279,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z004,3592.79
75,010,359479,5,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:07:38,P168,p168_s01_hgame,z001,3594.79
