,after_point,before_point,box,condition,date,experiment_name,experiment_program,session_end,session_start,subject,data_file,event,session_time
22,230,77549,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_off,775.49
23,210,77549,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_off,775.49
24,190,77549,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,feeder_on,775.49
25,240,77849,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,feeder_off,778.49
26,140,77849,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_end,778.49
27,350,78049,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_on,780.49
28,150,78049,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_start,780.49
29,360,78849,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_off,788.49
30,170,79049,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_on,790.49
31,220,92213,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_off,922.13
32,180,92213,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_on,922.13
33,160,92213,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_on,922.13
34,120,92213,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_central_key,922.13
35,130,92303,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_mel_key,923.03
36,230,92304,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_off,923.04
37,210,92304,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_off,923.04
38,190,92304,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,feeder_on,923.04
39,240,92604,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,feeder_off,926.04
40,140,92604,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_end,926.04
41,350,92804,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_on,928.04
42,150,92804,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_start,928.04
43,360,93604,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_off,936.04
44,170,93804,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_on,938.04
45,220,99336,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_off,993.36
46,180,99336,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_on,993.36
47,160,99336,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_on,993.36
48,120,99336,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_central_key,993.36
49,130,99444,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_mel_key,994.44
50,230,99445,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_off,994.45
51,210,99445,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_off,994.45
52,140,99445,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_end,994.45
53,350,99645,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_on,996.45
54,150,99645,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_start,996.45
55,360,100445,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_off,1004.45
56,170,100645,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_on,1006.45
57,220,100870,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_off,1008.7
58,180,100870,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_on,1008.7
59,160,100870,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_on,1008.7
60,120,100870,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_central_key,1008.7
61,130,100939,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_mel_key,1009.39
62,230,100940,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_off,1009.4
63,210,100940,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_off,1009.4
64,190,100940,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,feeder_on,1009.4
65,240,101240,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,feeder_off,1012.4
66,140,101240,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_end,1012.4
67,350,101440,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_on,1014.4
68,150,101440,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_start,1014.4
69,360,102240,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_off,1022.4
70,170,102440,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_on,1024.4
71,220,102693,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_off,1026.93
72,180,102693,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_on,1026.93
73,160,102693,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_on,1026.93
74,120,102693,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_central_key,1026.93
75,130,102808,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_mel_key,1028.08
76,230,102809,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_off,1028.09
77,210,102809,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_off,1028.09
78,140,102809,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_end,1028.09
79,350,103009,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_on,1030.09
80,150,103009,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_start,1030.09
81,360,103809,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_off,1038.09
82,170,104009,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_on,1040.09
83,220,104747,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_off,1047.47
84,180,104747,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_on,1047.47
85,160,104747,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_on,1047.47
86,120,104747,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_central_key,1047.47
87,130,104912,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_mel_key,1049.12
88,230,104913,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_off,1049.13
89,210,104913,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_off,1049.13
90,190,104913,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,feeder_on,1049.13
91,240,105213,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,feeder_off,1052.13
92,140,105213,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_end,1052.13
93,350,105413,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_on,1054.13
94,150,105413,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_start,1054.13
95,360,106213,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_off,1062.13
96,170,106413,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_on,1064.13
97,220,106512,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_off,1065.12
98,180,106512,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_on,1065.12
99,160,106512,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_on,1065.12
100,120,106512,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_central_key,1065.12
101,130,106634,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_mel_key,1066.34
102,230,106635,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_off,1066.35
103,210,106635,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_off,1066.35
104,140,106635,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_end,1066.35
105,350,106835,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_on,1068.35
106,150,106835,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_start,1068.35
107,360,107635,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_off,1076.35
108,170,107835,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_on,1078.35
109,220,108065,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_off,1080.65
110,180,108065,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_on,1080.65
111,160,108065,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_on,1080.65
112,120,108065,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_central_key,1080.65
113,110,108206,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_max_key,1082.06
114,230,108207,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_off,1082.07
115,210,108207,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_off,1082.07
116,140,108207,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_end,1082.07
117,350,108407,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_on,1084.07
118,150,108407,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_start,1084.07
119,360,109207,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_off,1092.07
120,170,109407,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_on,1094.07
121,220,109880,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_off,1098.8
122,180,109880,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_on,1098.8
123,160,109880,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_on,1098.8
124,120,109880,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_central_key,1098.8
125,130,109947,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_mel_key,1099.47
126,230,109948,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_off,1099.48
127,210,109948,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_off,1099.48
128,140,109948,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_end,1099.48
129,350,110148,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_on,1101.48
130,150,110148,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_start,1101.48
131,360,110948,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_off,1109.48
132,170,111148,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_on,1111.48
133,220,112139,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_off,1121.39
134,180,112139,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_on,1121.39
135,160,112139,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_on,1121.39
136,120,112139,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_central_key,1121.39
137,130,112205,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_mel_key,1122.05
138,230,112206,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_off,1122.06
139,210,112206,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_off,1122.06
140,190,112206,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,feeder_on,1122.06
141,240,112506,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,feeder_off,1125.06
142,140,112506,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_end,1125.06
143,350,112706,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_on,1127.06
144,150,112706,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_start,1127.06
145,360,113506,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_off,1135.06
146,170,113706,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_on,1137.06
147,220,113827,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_off,1138.27
148,180,113827,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_on,1138.27
149,160,113827,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_on,1138.27
150,120,113827,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_central_key,1138.27
151,130,113896,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_mel_key,1138.96
152,230,113897,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_off,1138.97
153,210,113897,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_off,1138.97
154,140,113897,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_end,1138.97
155,350,114097,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_on,1140.97
156,150,114097,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_start,1140.97
157,360,114897,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_off,1148.97
158,170,115097,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_on,1150.97
159,220,115283,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_off,1152.83
160,180,115283,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_on,1152.83
161,160,115283,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_on,1152.83
162,120,115283,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_central_key,1152.83
163,130,115354,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_mel_key,1153.54
164,230,115355,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_off,1153.55
165,210,115355,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_off,1153.55
166,190,115355,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,feeder_on,1153.55
167,240,115655,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,feeder_off,1156.55
168,140,115655,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_end,1156.55
169,350,115855,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_on,1158.55
170,150,115855,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_start,1158.55
171,360,116655,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_off,1166.55
172,170,116855,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_on,1168.55
173,220,117011,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_off,1170.11
174,180,117011,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_on,1170.11
175,160,117011,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_on,1170.11
176,120,117011,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_central_key,1170.11
177,130,117084,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_mel_key,1170.84
178,230,117085,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_off,1170.85
179,210,117085,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_off,1170.85
180,140,117085,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_end,1170.85
181,350,117285,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_on,1172.85
182,150,117285,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_start,1172.85
183,360,118085,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_off,1180.85
184,170,118285,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_on,1182.85
185,220,118437,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_off,1184.37
186,180,118437,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_on,1184.37
187,160,118437,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_on,1184.37
188,120,118437,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_central_key,1184.37
189,130,118528,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,resp_mel_key,1185.28
190,230,118529,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,mel_light_off,1185.29
191,210,118529,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,max_light_off,1185.29
192,140,118529,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_end,1185.29
193,350,118729,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_on,1187.29
194,150,118729,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,trial_start,1187.29
195,360,119529,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,chamber_light_off,1195.29
196,170,119729,6,0,06/03/17,harvard_game,harvard_game_pigeons,17:08:49,16:08:03,P498,p498_s01_hgame,central_light_on,1197.29
