,trial,choice,result,game_state,scheduled_probability,rt_central,rt_choice,time_start,time_end,subject,date,med_program_file,session
7,008,melioration,rewarded,5,0.6111,6.4,7.33,273.45,300.18,P891,06/03/17,harvard_game_pigeons,s01
8,009,melioration,not_rewarded,4,0.5556,3.14,12.44,302.18,327.76,P891,06/03/17,harvard_game_pigeons,s01
9,010,melioration,not_rewarded,3,0.5,2.75,4.57,329.76,347.08,P891,06/03/17,harvard_game_pigeons,s01
10,011,melioration,rewarded,2,0.4444,1.22,8.61,349.08,371.91,P891,06/03/17,harvard_game_pigeons,s01
11,012,melioration,not_rewarded,1,0.3889,5.07,3.95,373.91,392.93,P891,06/03/17,harvard_game_pigeons,s01
12,013,melioration,rewarded,0,0.3333,5.62,2.86,394.93,416.41,P891,06/03/17,harvard_game_pigeons,s01
13,014,melioration,rewarded,0,0.3333,3.79,9.06,418.41,444.26,P891,06/03/17,harvard_game_pigeons,s01
14,015,melioration,rewarded,0,0.3333,2.26,2.12,446.26,463.64,P891,06/03/17,harvard_game_pigeons,s01
15,016,melioration,not_rewarded,0,0.3333,1.03,3.78,465.64,480.45,P891,06/03/17,harvard_game_pigeons,s01
16,017,melioration,not_rewarded,0,0.3333,2.3,1.52,482.45,496.27,P891,06/03/17,harvard_game_pigeons,s01
17,018,melioration,not_rewarded,0,0.3333,3.04,3.44,498.27,514.75,P891,06/03/17,harvard_game_pigeons,s01
18,019,melioration,not_rewarded,0,0.3333,2.56,5.97,516.75,535.28,P891,06/03/17,harvard_game_pigeons,s01
19,020,melioration,not_rewarded,0,0.3333,2.06,2.58,537.28,551.92,P891,06/03/17,harvard_game_pigeons,s01
20,021,melioration,rewarded,0,0.3333,3.37,11.39,553.92,581.68,P891,06/03/17,harvard_game_pigeons,s01
21,022,melioration,rewarded,0,0.3333,4.29,5.97,583.68,606.94,P891,06/03/17,harvard_game_pigeons,s01
22,023,melioration,not_rewarded,0,0.3333,4.47,2.37,608.94,625.78,P891,06/03/17,harvard_game_pigeons,s01
23,024,melioration,not_rewarded,0,0.3333,4.56,13.79,627.78,656.13,P891,06/03/17,harvard_game_pigeons,s01
24,025,maximization,not_rewarded,0,0.0,3.63,7.05,658.13,678.81,P891,06/03/17,harvard_game_pigeons,s01
25,026,melioration,not_rewarded,1,0.3889,6.51,3.23,680.81,700.55,P891,06/03/17,harvard_game_pigeons,s01
26,027,melioration,not_rewarded,0,0.3333,5.49,6.07,702.55,724.11,P891,06/03/17,harvard_game_pigeons,s01
27,028,melioration,not_rewarded,0,0.3333,4.55,6.79,726.11,747.45,P891,06/03/17,harvard_game_pigeons,s01
28,029,melioration,not_rewarded,0,0.3333,3.79,1.85,749.45,765.09,P891,06/03/17,harvard_game_pigeons,s01
29,030,melioration,rewarded,0,0.3333,1.27,4.08,767.09,785.44,P891,06/03/17,harvard_game_pigeons,s01
30,031,melioration,not_rewarded,0,0.3333,2.15,4.2,787.44,803.79,P891,06/03/17,harvard_game_pigeons,s01
31,032,melioration,not_rewarded,0,0.3333,5.07,16.98,805.79,837.84,P891,06/03/17,harvard_game_pigeons,s01
32,033,maximization,not_rewarded,0,0.0,5.06,3.23,839.84,858.13,P891,06/03/17,harvard_game_pigeons,s01
33,034,maximization,not_rewarded,1,0.0556,6.86,5.83,860.13,882.82,P891,06/03/17,harvard_game_pigeons,s01
34,035,melioration,rewarded,2,0.4444,2.21,7.87,884.82,907.9,P891,06/03/17,harvard_game_pigeons,s01
35,036,melioration,not_rewarded,1,0.3889,8.1,2.02,909.9,930.02,P891,06/03/17,harvard_game_pigeons,s01
36,037,maximization,not_rewarded,0,0.0,3.25,1.2,932.02,946.47,P891,06/03/17,harvard_game_pigeons,s01
37,038,melioration,rewarded,1,0.3889,1.58,2.59,948.47,965.64,P891,06/03/17,harvard_game_pigeons,s01
38,039,melioration,rewarded,0,0.3333,1.72,2.68,967.64,985.04,P891,06/03/17,harvard_game_pigeons,s01
39,040,melioration,not_rewarded,0,0.3333,4.72,2.99,987.04,1004.75,P891,06/03/17,harvard_game_pigeons,s01
40,041,melioration,rewarded,0,0.3333,2.97,3.14,1006.75,1025.86,P891,06/03/17,harvard_game_pigeons,s01
41,042,melioration,not_rewarded,0,0.3333,3.14,5.41,1027.86,1046.41,P891,06/03/17,harvard_game_pigeons,s01
42,043,melioration,not_rewarded,0,0.3333,3.94,2.83,1048.41,1065.18,P891,06/03/17,harvard_game_pigeons,s01
43,044,melioration,rewarded,0,0.3333,2.85,1.65,1067.18,1084.68,P891,06/03/17,harvard_game_pigeons,s01
44,045,melioration,not_rewarded,0,0.3333,6.05,6.92,1086.68,1109.65,P891,06/03/17,harvard_game_pigeons,s01
45,046,melioration,not_rewarded,0,0.3333,5.75,1.78,1111.65,1129.18,P891,06/03/17,harvard_game_pigeons,s01
46,047,melioration,not_rewarded,0,0.3333,2.84,5.02,1131.18,1149.04,P891,06/03/17,harvard_game_pigeons,s01
47,048,melioration,not_rewarded,0,0.3333,3.75,1.55,1151.04,1166.34,P891,06/03/17,harvard_game_pigeons,s01
48,049,melioration,not_rewarded,0,0.3333,0.92,1.63,1168.34,1180.89,P891,06/03/17,harvard_game_pigeons,s01
49,050,melioration,not_rewarded,0,0.3333,2.54,3.88,1182.89,1199.31,P891,06/03/17,harvard_game_pigeons,s01
50,051,melioration,rewarded,0,0.3333,1.78,3.09,1201.31,1219.18,P891,06/03/17,harvard_game_pigeons,s01
51,052,melioration,not_rewarded,0,0.3333,2.35,0.87,1221.18,1234.4,P891,06/03/17,harvard_game_pigeons,s01
52,053,melioration,not_rewarded,0,0.3333,1.49,1.52,1236.4,1249.41,P891,06/03/17,harvard_game_pigeons,s01
53,054,melioration,not_rewarded,0,0.3333,4.59,2.64,1251.41,1268.64,P891,06/03/17,harvard_game_pigeons,s01
54,055,melioration,rewarded,0,0.3333,2.0,0.91,1270.64,1286.55,P891,06/03/17,harvard_game_pigeons,s01
55,056,melioration,not_rewarded,0,0.3333,3.18,2.68,1288.55,1304.41,P891,06/03/17,harvard_game_pigeons,s01
56,057,melioration,not_rewarded,0,0.3333,1.51,1.96,1306.41,1319.88,P891,06/03/17,harvard_game_pigeons,s01
57,058,melioration,not_rewarded,0,0.3333,1.83,3.49,1321.88,1337.2,P891,06/03/17,harvard_game_pigeons,s01
58,059,melioration,not_rewarded,0,0.3333,1.59,2.76,1339.2,1353.55,P891,06/03/17,harvard_game_pigeons,s01
59,060,melioration,not_rewarded,0,0.3333,4.41,4.07,1355.55,1374.03,P891,06/03/17,harvard_game_pigeons,s01
60,061,melioration,not_rewarded,0,0.3333,1.6,1.65,1376.03,1389.28,P891,06/03/17,harvard_game_pigeons,s01
61,062,melioration,not_rewarded,0,0.3333,4.11,2.24,1391.28,1407.63,P891,06/03/17,harvard_game_pigeons,s01
62,063,melioration,rewarded,0,0.3333,1.54,0.93,1409.63,1425.1,P891,06/03/17,harvard_game_pigeons,s01
63,064,melioration,not_rewarded,0,0.3333,8.03,1.78,1427.1,1446.91,P891,06/03/17,harvard_game_pigeons,s01
64,065,melioration,rewarded,0,0.3333,4.53,1.63,1448.91,1468.07,P891,06/03/17,harvard_game_pigeons,s01
65,066,melioration,not_rewarded,0,0.3333,6.27,3.63,1470.07,1489.97,P891,06/03/17,harvard_game_pigeons,s01
66,067,melioration,rewarded,0,0.3333,3.98,2.97,1491.97,1511.92,P891,06/03/17,harvard_game_pigeons,s01
67,068,melioration,rewarded,0,0.3333,10.86,3.59,1513.92,1541.37,P891,06/03/17,harvard_game_pigeons,s01
68,069,melioration,not_rewarded,0,0.3333,5.03,1.45,1543.37,1559.85,P891,06/03/17,harvard_game_pigeons,s01
69,070,melioration,rewarded,0,0.3333,100.45,14.6,1561.85,1689.9,P891,06/03/17,harvard_game_pigeons,s01
70,071,melioration,not_rewarded,0,0.3333,2.35,2.98,1691.9,1707.23,P891,06/03/17,harvard_game_pigeons,s01
71,072,melioration,rewarded,0,0.3333,6.82,3.51,1709.23,1732.56,P891,06/03/17,harvard_game_pigeons,s01
72,073,melioration,rewarded,0,0.3333,2.79,2.03,1734.56,1752.38,P891,06/03/17,harvard_game_pigeons,s01
73,074,melioration,not_rewarded,0,0.3333,5.66,3.95,1754.38,1773.99,P891,06/03/17,harvard_game_pigeons,s01
74,075,melioration,rewarded,0,0.3333,2.48,0.94,1775.99,1792.41,P891,06/03/17,harvard_game_pigeons,s01
75,076,melioration,not_rewarded,0,0.3333,2.43,1.5,1794.41,1808.34,P891,06/03/17,harvard_game_pigeons,s01
76,077,melioration,not_rewarded,0,0.3333,10.55,3.9,1810.34,1834.79,P891,06/03/17,harvard_game_pigeons,s01
77,078,melioration,not_rewarded,0,0.3333,5.96,3.76,1836.79,1856.51,P891,06/03/17,harvard_game_pigeons,s01
78,079,melioration,rewarded,0,0.3333,3.58,1.58,1858.51,1876.67,P891,06/03/17,harvard_game_pigeons,s01
79,080,melioration,not_rewarded,0,0.3333,4.79,2.59,1878.67,1896.05,P891,06/03/17,harvard_game_pigeons,s01
80,081,melioration,rewarded,0,0.3333,5.64,6.11,1898.05,1922.8,P891,06/03/17,harvard_game_pigeons,s01
81,082,melioration,rewarded,0,0.3333,4.5,0.85,1924.8,1943.15,P891,06/03/17,harvard_game_pigeons,s01
82,083,melioration,not_rewarded,0,0.3333,6.23,1.52,1945.15,1962.9,P891,06/03/17,harvard_game_pigeons,s01
83,084,melioration,rewarded,0,0.3333,2.95,2.77,1964.9,1983.62,P891,06/03/17,harvard_game_pigeons,s01
84,085,melioration,rewarded,0,0.3333,9.87,4.41,1985.62,2012.9,P891,06/03/17,harvard_game_pigeons,s01
85,086,melioration,not_rewarded,0,0.3333,12.74,1.31,2014.9,2038.95,P891,06/03/17,harvard_game_pigeons,s01
86,087,melioration,not_rewarded,0,0.3333,6.24,4.27,2040.95,2061.46,P891,06/03/17,harvard_game_pigeons,s01
87,088,melioration,not_rewarded,0,0.3333,5.97,2.06,2063.46,2081.49,P891,06/03/17,harvard_game_pigeons,s01
88,089,melioration,not_rewarded,0,0.3333,5.8,3.36,2083.49,2102.65,P891,06/03/17,harvard_game_pigeons,s01
89,090,melioration,not_rewarded,0,0.3333,4.19,2.47,2104.65,2121.31,P891,06/03/17,harvard_game_pigeons,s01
90,091,maximization,not_rewarded,0,0.0,5.75,1.2,2123.31,2140.26,P891,06/03/17,harvard_game_pigeons,s01
91,092,melioration,rewarded,1,0.3889,3.37,1.59,2142.26,2160.22,P891,06/03/17,harvard_game_pigeons,s01
92,093,melioration,not_rewarded,0,0.3333,4.47,3.54,2162.22,2180.23,P891,06/03/17,harvard_game_pigeons,s01
93,094,melioration,not_rewarded,0,0.3333,2.12,1.02,2182.23,2195.37,P891,06/03/17,harvard_game_pigeons,s01
94,095,melioration,not_rewarded,0,0.3333,1.39,4.51,2197.37,2213.27,P891,06/03/17,harvard_game_pigeons,s01
95,096,melioration,not_rewarded,0,0.3333,1.7,1.53,2215.27,2228.5,P891,06/03/17,harvard_game_pigeons,s01
96,097,melioration,not_rewarded,0,0.3333,1.98,2.18,2230.5,2244.66,P891,06/03/17,harvard_game_pigeons,s01
97,098,melioration,rewarded,0,0.3333,2.89,1.76,2246.66,2264.31,P891,06/03/17,harvard_game_pigeons,s01
98,099,melioration,rewarded,0,0.3333,2.03,1.99,2266.31,2283.33,P891,06/03/17,harvard_game_pigeons,s01
99,100,melioration,not_rewarded,0,0.3333,2.07,0.82,2285.33,2298.22,P891,06/03/17,harvard_game_pigeons,s01
100,101,melioration,rewarded,0,0.3333,3.33,2.14,2300.22,2318.69,P891,06/03/17,harvard_game_pigeons,s01
101,102,melioration,rewarded,0,0.3333,2.49,2.27,2320.69,2338.45,P891,06/03/17,harvard_game_pigeons,s01
102,103,melioration,not_rewarded,0,0.3333,2.53,1.92,2340.45,2354.9,P891,06/03/17,harvard_game_pigeons,s01
103,104,melioration,rewarded,0,0.3333,3.81,3.36,2356.9,2377.07,P891,06/03/17,harvard_game_pigeons,s01
104,105,melioration,rewarded,0,0.3333,1.74,3.4,2379.07,2397.21,P891,06/03/17,harvard_game_pigeons,s01
105,106,melioration,not_rewarded,0,0.3333,4.92,2.39,2399.21,2416.52,P891,06/03/17,harvard_game_pigeons,s01
106,107,maximization,not_rewarded,0,0.0,3.29,0.91,2418.52,2432.72,P891,06/03/17,harvard_game_pigeons,s01
107,108,melioration,rewarded,1,0.3889,13.32,2.61,2434.72,2463.65,P891,06/03/17,harvard_game_pigeons,s01
108,109,melioration,rewarded,0,0.3333,8.08,1.91,2465.65,2488.64,P891,06/03/17,harvard_game_pigeons,s01
109,110,melioration,not_rewarded,0,0.3333,1.89,4.2,2490.64,2506.73,P891,06/03/17,harvard_game_pigeons,s01
110,111,melioration,not_rewarded,0,0.3333,2.6,2.55,2508.73,2523.88,P891,06/03/17,harvard_game_pigeons,s01
111,112,melioration,rewarded,0,0.3333,1.84,1.47,2525.88,2542.19,P891,06/03/17,harvard_game_pigeons,s01
112,113,melioration,not_rewarded,0,0.3333,3.0,1.69,2544.19,2558.88,P891,06/03/17,harvard_game_pigeons,s01
113,114,melioration,not_rewarded,0,0.3333,5.83,1.44,2560.88,2578.15,P891,06/03/17,harvard_game_pigeons,s01
114,115,melioration,not_rewarded,0,0.3333,8.18,0.9,2580.15,2599.23,P891,06/03/17,harvard_game_pigeons,s01
115,116,melioration,not_rewarded,0,0.3333,4.95,2.25,2601.23,2618.43,P891,06/03/17,harvard_game_pigeons,s01
116,117,melioration,not_rewarded,0,0.3333,3.17,4.43,2620.43,2638.03,P891,06/03/17,harvard_game_pigeons,s01
117,118,melioration,rewarded,0,0.3333,4.33,1.29,2640.03,2658.65,P891,06/03/17,harvard_game_pigeons,s01
118,119,melioration,rewarded,0,0.3333,18.76,6.12,2660.65,2698.53,P891,06/03/17,harvard_game_pigeons,s01
119,120,melioration,rewarded,0,0.3333,1.73,2.93,2700.53,2718.19,P891,06/03/17,harvard_game_pigeons,s01
120,121,melioration,not_rewarded,0,0.3333,2.33,2.16,2720.19,2734.68,P891,06/03/17,harvard_game_pigeons,s01
121,122,melioration,not_rewarded,0,0.3333,20.62,4.09,2736.68,2771.39,P891,06/03/17,harvard_game_pigeons,s01
122,123,melioration,not_rewarded,0,0.3333,8.23,2.76,2773.39,2794.38,P891,06/03/17,harvard_game_pigeons,s01
123,124,melioration,not_rewarded,0,0.3333,4.43,7.44,2796.38,2818.25,P891,06/03/17,harvard_game_pigeons,s01
124,125,melioration,not_rewarded,0,0.3333,3.18,2.35,2820.25,2835.78,P891,06/03/17,harvard_game_pigeons,s01
125,126,melioration,not_rewarded,0,0.3333,3.4,2.84,2837.78,2854.02,P891,06/03/17,harvard_game_pigeons,s01
126,127,maximization,not_rewarded,0,0.0,1.58,1.07,2856.02,2868.67,P891,06/03/17,harvard_game_pigeons,s01
127,128,maximization,not_rewarded,1,0.0556,2.01,1.62,2870.67,2884.3,P891,06/03/17,harvard_game_pigeons,s01
128,129,melioration,not_rewarded,2,0.4444,1.98,1.47,2886.3,2899.75,P891,06/03/17,harvard_game_pigeons,s01
129,130,melioration,not_rewarded,1,0.3889,2.55,1.47,2901.75,2915.77,P891,06/03/17,harvard_game_pigeons,s01
130,131,melioration,not_rewarded,0,0.3333,2.58,1.01,2917.77,2931.36,P891,06/03/17,harvard_game_pigeons,s01
131,132,melioration,not_rewarded,0,0.3333,5.0,1.6,2933.36,2949.96,P891,06/03/17,harvard_game_pigeons,s01
132,133,melioration,not_rewarded,0,0.3333,4.85,2.99,2951.96,2969.8,P891,06/03/17,harvard_game_pigeons,s01
133,134,melioration,rewarded,0,0.3333,4.06,2.62,2971.8,2991.48,P891,06/03/17,harvard_game_pigeons,s01
134,135,melioration,not_rewarded,0,0.3333,8.79,2.11,2993.48,3014.38,P891,06/03/17,harvard_game_pigeons,s01
135,136,melioration,not_rewarded,0,0.3333,16.78,4.11,3016.38,3047.27,P891,06/03/17,harvard_game_pigeons,s01
136,137,melioration,rewarded,0,0.3333,13.62,4.61,3049.27,3080.5,P891,06/03/17,harvard_game_pigeons,s01
137,138,melioration,not_rewarded,0,0.3333,15.08,2.92,3082.5,3110.5,P891,06/03/17,harvard_game_pigeons,s01
138,139,melioration,rewarded,0,0.3333,21.87,2.2,3112.5,3149.57,P891,06/03/17,harvard_game_pigeons,s01
139,140,melioration,not_rewarded,0,0.3333,8.48,2.24,3151.57,3172.29,P891,06/03/17,harvard_game_pigeons,s01
140,141,melioration,rewarded,0,0.3333,9.21,3.56,3174.29,3200.06,P891,06/03/17,harvard_game_pigeons,s01
141,142,melioration,not_rewarded,0,0.3333,11.73,1.66,3202.06,3225.45,P891,06/03/17,harvard_game_pigeons,s01
142,143,melioration,not_rewarded,0,0.3333,3.8,2.72,3227.45,3243.97,P891,06/03/17,harvard_game_pigeons,s01
143,144,melioration,rewarded,0,0.3333,2.39,2.86,3245.97,3264.22,P891,06/03/17,harvard_game_pigeons,s01
144,145,melioration,not_rewarded,0,0.3333,2.86,0.88,3266.22,3279.96,P891,06/03/17,harvard_game_pigeons,s01
145,146,melioration,not_rewarded,0,0.3333,3.07,2.26,3281.96,3297.29,P891,06/03/17,harvard_game_pigeons,s01
146,147,melioration,not_rewarded,0,0.3333,1.03,4.22,3299.29,3314.54,P891,06/03/17,harvard_game_pigeons,s01
147,148,maximization,not_rewarded,0,0.0,1.64,1.65,3316.54,3329.83,P891,06/03/17,harvard_game_pigeons,s01
148,149,melioration,rewarded,1,0.3889,1.0,1.8,3331.83,3347.63,P891,06/03/17,harvard_game_pigeons,s01
149,150,melioration,rewarded,0,0.3333,5.24,1.53,3349.63,3369.4,P891,06/03/17,harvard_game_pigeons,s01
150,151,melioration,rewarded,0,0.3333,3.75,1.46,3371.4,3389.61,P891,06/03/17,harvard_game_pigeons,s01
151,152,melioration,not_rewarded,0,0.3333,6.08,0.92,3391.61,3408.61,P891,06/03/17,harvard_game_pigeons,s01
152,153,melioration,rewarded,0,0.3333,1.76,3.48,3410.61,3428.85,P891,06/03/17,harvard_game_pigeons,s01
153,154,melioration,not_rewarded,0,0.3333,4.87,1.47,3430.85,3447.19,P891,06/03/17,harvard_game_pigeons,s01
154,155,melioration,not_rewarded,0,0.3333,1.39,1.31,3449.19,3461.89,P891,06/03/17,harvard_game_pigeons,s01
155,156,melioration,not_rewarded,0,0.3333,1.24,1.47,3463.89,3476.6,P891,06/03/17,harvard_game_pigeons,s01
156,157,melioration,not_rewarded,0,0.3333,1.44,1.1,3478.6,3491.14,P891,06/03/17,harvard_game_pigeons,s01
157,158,melioration,not_rewarded,0,0.3333,3.34,3.13,3493.14,3509.61,P891,06/03/17,harvard_game_pigeons,s01
158,159,melioration,not_rewarded,0,0.3333,3.9,1.42,3511.61,3526.93,P891,06/03/17,harvard_game_pigeons,s01
159,160,melioration,rewarded,0,0.3333,2.5,2.03,3528.93,3546.46,P891,06/03/17,harvard_game_pigeons,s01
160,161,melioration,not_rewarded,0,0.3333,3.12,1.52,3548.46,3563.1,P891,06/03/17,harvard_game_pigeons,s01
161,162,melioration,rewarded,0,0.3333,1.76,1.5,3565.1,3581.36,P891,06/03/17,harvard_game_pigeons,s01
162,163,melioration,not_rewarded,0,0.3333,2.96,2.64,3583.36,3598.96,P891,06/03/17,harvard_game_pigeons,s01
0,001,melioration,not_rewarded,3,0.5,3.16,5.04,0.0,18.2,P891,06/05/17,harvard_game_pigeons,s03
1,002,melioration,rewarded,2,0.4444,3.6,5.91,20.2,42.71,P891,06/05/17,harvard_game_pigeons,s03
2,003,melioration,rewarded,1,0.3889,9.87,3.49,44.71,71.07,P891,06/05/17,harvard_game_pigeons,s03
3,004,melioration,not_rewarded,0,0.3333,6.93,5.39,73.07,95.39,P891,06/05/17,harvard_game_pigeons,s03
4,005,melioration,not_rewarded,0,0.3333,5.09,3.86,97.39,116.34,P891,06/05/17,harvard_game_pigeons,s03
5,006,melioration,not_rewarded,0,0.3333,3.04,1.4,118.34,132.78,P891,06/05/17,harvard_game_pigeons,s03
6,007,melioration,rewarded,0,0.3333,1.97,2.29,134.78,152.04,P891,06/05/17,harvard_game_pigeons,s03
7,008,melioration,not_rewarded,0,0.3333,10.9,0.86,154.04,175.8,P891,06/05/17,harvard_game_pigeons,s03
8,009,melioration,rewarded,0,0.3333,3.18,3.05,177.8,197.03,P891,06/05/17,harvard_game_pigeons,s03
9,010,melioration,not_rewarded,0,0.3333,7.93,1.48,199.03,218.44,P891,06/05/17,harvard_game_pigeons,s03
10,011,melioration,not_rewarded,0,0.3333,4.1,0.84,220.44,235.38,P891,06/05/17,harvard_game_pigeons,s03
11,012,melioration,rewarded,0,0.3333,7.22,0.79,237.38,258.39,P891,06/05/17,harvard_game_pigeons,s03
12,013,melioration,not_rewarded,0,0.3333,5.1,0.77,260.39,276.26,P891,06/05/17,harvard_game_pigeons,s03
13,014,melioration,not_rewarded,0,0.3333,2.03,3.9,278.26,294.19,P891,06/05/17,harvard_game_pigeons,s03
14,015,melioration,not_rewarded,0,0.3333,1.39,0.8,296.19,308.38,P891,06/05/17,harvard_game_pigeons,s03
15,016,melioration,rewarded,0,0.3333,1.95,0.83,310.38,326.16,P891,06/05/17,harvard_game_pigeons,s03
16,017,melioration,rewarded,0,0.3333,3.63,2.09,328.16,346.88,P891,06/05/17,harvard_game_pigeons,s03
17,018,melioration,rewarded,0,0.3333,9.04,3.84,348.88,374.76,P891,06/05/17,harvard_game_pigeons,s03
18,019,melioration,not_rewarded,0,0.3333,4.9,3.89,376.76,395.55,P891,06/05/17,harvard_game_pigeons,s03
19,020,melioration,not_rewarded,0,0.3333,14.09,0.86,397.55,422.5,P891,06/05/17,harvard_game_pigeons,s03
20,021,melioration,not_rewarded,0,0.3333,5.64,2.5,424.5,442.64,P891,06/05/17,harvard_game_pigeons,s03
21,022,melioration,not_rewarded,0,0.3333,3.94,2.29,444.64,460.87,P891,06/05/17,harvard_game_pigeons,s03
22,023,melioration,not_rewarded,0,0.3333,5.0,2.69,462.87,480.56,P891,06/05/17,harvard_game_pigeons,s03
23,024,melioration,not_rewarded,0,0.3333,8.54,0.8,482.56,501.9,P891,06/05/17,harvard_game_pigeons,s03
24,025,melioration,rewarded,0,0.3333,3.0,3.47,503.9,523.37,P891,06/05/17,harvard_game_pigeons,s03
25,026,melioration,not_rewarded,0,0.3333,1.53,1.25,525.37,538.15,P891,06/05/17,harvard_game_pigeons,s03
26,027,melioration,not_rewarded,0,0.3333,28.47,1.55,540.15,580.17,P891,06/05/17,harvard_game_pigeons,s03
27,028,melioration,not_rewarded,0,0.3333,3.12,0.91,582.17,596.2,P891,06/05/17,harvard_game_pigeons,s03
28,029,melioration,not_rewarded,0,0.3333,3.43,1.06,598.2,612.69,P891,06/05/17,harvard_game_pigeons,s03
29,030,melioration,not_rewarded,0,0.3333,6.26,0.95,614.69,631.9,P891,06/05/17,harvard_game_pigeons,s03
30,031,melioration,not_rewarded,0,0.3333,2.76,1.22,633.9,647.88,P891,06/05/17,harvard_game_pigeons,s03
31,032,melioration,rewarded,0,0.3333,3.45,1.7,649.88,668.03,P891,06/05/17,harvard_game_pigeons,s03
32,033,melioration,rewarded,0,0.3333,2.23,1.0,670.03,686.26,P891,06/05/17,harvard_game_pigeons,s03
33,034,melioration,rewarded,0,0.3333,3.84,1.09,688.26,706.19,P891,06/05/17,harvard_game_pigeons,s03
34,035,melioration,rewarded,0,0.3333,3.2,0.69,708.19,725.08,P891,06/05/17,harvard_game_pigeons,s03
35,036,melioration,not_rewarded,0,0.3333,3.57,0.93,727.08,741.58,P891,06/05/17,harvard_game_pigeons,s03
36,037,melioration,rewarded,0,0.3333,2.72,0.93,743.58,760.23,P891,06/05/17,harvard_game_pigeons,s03
37,038,melioration,rewarded,0,0.3333,3.96,2.8,762.23,781.99,P891,06/05/17,harvard_game_pigeons,s03
38,039,melioration,not_rewarded,0,0.3333,1.86,0.85,783.99,796.7,P891,06/05/17,harvard_game_pigeons,s03
39,040,melioration,rewarded,0,0.3333,2.15,1.48,798.7,815.33,P891,06/05/17,harvard_game_pigeons,s03
40,041,melioration,rewarded,0,0.3333,2.49,0.64,817.33,833.46,P891,06/05/17,harvard_game_pigeons,s03
41,042,melioration,rewarded,0,0.3333,1.6,1.54,835.46,851.6,P891,06/05/17,harvard_game_pigeons,s03
42,043,melioration,not_rewarded,0,0.3333,2.05,0.8,853.6,866.45,P891,06/05/17,harvard_game_pigeons,s03
43,044,melioration,rewarded,0,0.3333,2.62,0.83,868.45,884.9,P891,06/05/17,harvard_game_pigeons,s03
44,045,melioration,not_rewarded,0,0.3333,2.44,0.89,886.9,900.23,P891,06/05/17,harvard_game_pigeons,s03
45,046,melioration,rewarded,0,0.3333,2.36,0.98,902.23,918.57,P891,06/05/17,harvard_game_pigeons,s03
46,047,melioration,not_rewarded,0,0.3333,2.12,0.85,920.57,933.54,P891,06/05/17,harvard_game_pigeons,s03
47,048,melioration,rewarded,0,0.3333,2.57,0.82,935.54,951.93,P891,06/05/17,harvard_game_pigeons,s03
48,049,melioration,not_rewarded,0,0.3333,2.09,0.84,953.93,966.86,P891,06/05/17,harvard_game_pigeons,s03
49,050,melioration,not_rewarded,0,0.3333,2.09,1.37,968.86,982.32,P891,06/05/17,harvard_game_pigeons,s03
50,051,melioration,not_rewarded,0,0.3333,3.55,2.09,984.32,999.96,P891,06/05/17,harvard_game_pigeons,s03
51,052,melioration,not_rewarded,0,0.3333,9.78,1.19,1001.96,1022.93,P891,06/05/17,harvard_game_pigeons,s03
52,053,melioration,not_rewarded,0,0.3333,3.38,1.63,1024.93,1039.94,P891,06/05/17,harvard_game_pigeons,s03
53,054,melioration,not_rewarded,0,0.3333,2.81,0.83,1041.94,1055.58,P891,06/05/17,harvard_game_pigeons,s03
54,055,melioration,not_rewarded,0,0.3333,2.68,0.92,1057.58,1071.18,P891,06/05/17,harvard_game_pigeons,s03
55,056,melioration,not_rewarded,0,0.3333,2.69,0.92,1073.18,1086.79,P891,06/05/17,harvard_game_pigeons,s03
56,057,melioration,not_rewarded,0,0.3333,2.01,1.71,1088.79,1102.51,P891,06/05/17,harvard_game_pigeons,s03
57,058,melioration,rewarded,0,0.3333,1.02,3.41,1104.51,1121.94,P891,06/05/17,harvard_game_pigeons,s03
58,059,melioration,not_rewarded,0,0.3333,3.28,2.57,1123.94,1139.79,P891,06/05/17,harvard_game_pigeons,s03
59,060,melioration,not_rewarded,0,0.3333,1.7,0.83,1141.79,1154.32,P891,06/05/17,harvard_game_pigeons,s03
60,061,melioration,not_rewarded,0,0.3333,2.94,1.71,1156.32,1170.97,P891,06/05/17,harvard_game_pigeons,s03
61,062,maximization,not_rewarded,0,0.0,1.83,2.39,1172.97,1187.19,P891,06/05/17,harvard_game_pigeons,s03
62,063,melioration,rewarded,1,0.3889,1.97,0.68,1189.19,1204.84,P891,06/05/17,harvard_game_pigeons,s03
63,064,melioration,not_rewarded,0,0.3333,1.82,0.86,1206.84,1219.52,P891,06/05/17,harvard_game_pigeons,s03
64,065,melioration,rewarded,0,0.3333,3.14,1.22,1221.52,1238.88,P891,06/05/17,harvard_game_pigeons,s03
65,066,melioration,not_rewarded,0,0.3333,1.28,1.97,1240.88,1254.13,P891,06/05/17,harvard_game_pigeons,s03
66,067,melioration,rewarded,0,0.3333,1.45,0.62,1256.13,1271.2,P891,06/05/17,harvard_game_pigeons,s03
67,068,melioration,not_rewarded,0,0.3333,1.94,0.97,1273.2,1286.11,P891,06/05/17,harvard_game_pigeons,s03
68,069,melioration,not_rewarded,0,0.3333,1.46,0.63,1288.11,1300.2,P891,06/05/17,harvard_game_pigeons,s03
69,070,melioration,not_rewarded,0,0.3333,1.89,0.66,1302.2,1314.75,P891,06/05/17,harvard_game_pigeons,s03
