,trial,choice,result,game_state,scheduled_probability,rt_central,rt_choice,time_start,time_end,subject,date,med_program_file,session
0,,,,,,,,,,P327,06/04/17,harvard_game_pigeons,s02
0,001,melioration,rewarded,3,0.5,5.35,8.95,0.0,27.3,P891,06/04/17,harvard_game_pigeons,s02
1,002,maximization,not_rewarded,2,0.1111,6.62,2.42,29.3,48.34,P891,06/04/17,harvard_game_pigeons,s02
2,003,melioration,not_rewarded,3,0.5,7.63,6.67,50.34,74.64,P891,06/04/17,harvard_game_pigeons,s02
3,004,melioration,not_rewarded,2,0.4444,2.55,4.53,76.64,93.72,P891,06/04/17,harvard_game_pigeons,s02
4,005,melioration,not_rewarded,1,0.3889,19.33,6.81,95.72,131.86,P891,06/04/17,harvard_game_pigeons,s02
5,006,maximization,not_rewarded,0,0.0,9.24,1.88,133.86,154.98,P891,06/04/17,harvard_game_pigeons,s02
6,007,melioration,rewarded,1,0.3889,8.79,3.13,156.98,181.9,P891,06/04/17,harvard_game_pigeons,s02
7,008,melioration,rewarded,0,0.3333,5.98,4.2,183.9,207.08,P891,06/04/17,harvard_game_pigeons,s02
8,009,melioration,rewarded,0,0.3333,2.54,3.07,209.08,227.69,P891,06/04/17,harvard_game_pigeons,s02
9,010,melioration,not_rewarded,0,0.3333,3.73,4.46,229.69,247.88,P891,06/04/17,harvard_game_pigeons,s02
10,011,melioration,rewarded,0,0.3333,4.42,4.71,249.88,272.01,P891,06/04/17,harvard_game_pigeons,s02
11,012,melioration,rewarded,0,0.3333,9.61,5.31,274.01,301.93,P891,06/04/17,harvard_game_pigeons,s02
12,013,melioration,not_rewarded,0,0.3333,5.17,1.56,303.93,320.66,P891,06/04/17,harvard_game_pigeons,s02
13,014,melioration,not_rewarded,0,0.3333,2.55,3.27,322.66,338.48,P891,06/04/17,harvard_game_pigeons,s02
14,015,melioration,not_rewarded,0,0.3333,2.24,2.67,340.48,355.39,P891,06/04/17,harvard_game_pigeons,s02
15,016,melioration,not_rewarded,0,0.3333,2.76,3.91,357.39,374.06,P891,06/04/17,harvard_game_pigeons,s02
16,017,melioration,rewarded,0,0.3333,2.98,3.26,376.06,395.3,P891,06/04/17,harvard_game_pigeons,s02
17,018,melioration,not_rewarded,0,0.3333,5.11,1.53,397.3,413.94,P891,06/04/17,harvard_game_pigeons,s02
18,019,melioration,not_rewarded,0,0.3333,2.38,2.5,415.94,430.82,P891,06/04/17,harvard_game_pigeons,s02
19,020,melioration,rewarded,0,0.3333,2.54,3.38,432.82,451.74,P891,06/04/17,harvard_game_pigeons,s02
20,021,melioration,not_rewarded,0,0.3333,1.76,3.03,453.74,468.53,P891,06/04/17,harvard_game_pigeons,s02
21,022,melioration,not_rewarded,0,0.3333,3.59,2.52,470.53,486.64,P891,06/04/17,harvard_game_pigeons,s02
22,023,melioration,rewarded,0,0.3333,1.36,5.28,488.64,508.28,P891,06/04/17,harvard_game_pigeons,s02
23,024,melioration,rewarded,0,0.3333,6.03,2.42,510.28,531.73,P891,06/04/17,harvard_game_pigeons,s02
24,025,melioration,not_rewarded,0,0.3333,4.46,3.68,533.73,551.87,P891,06/04/17,harvard_game_pigeons,s02
25,026,melioration,rewarded,0,0.3333,18.05,2.69,553.87,587.61,P891,06/04/17,harvard_game_pigeons,s02
26,027,melioration,not_rewarded,0,0.3333,26.31,4.81,589.61,630.73,P891,06/04/17,harvard_game_pigeons,s02
27,028,melioration,not_rewarded,0,0.3333,879.55,11.2,632.73,1533.48,P891,06/04/17,harvard_game_pigeons,s02
28,029,melioration,not_rewarded,0,0.3333,2.06,1.59,1535.48,1549.13,P891,06/04/17,harvard_game_pigeons,s02
29,030,melioration,not_rewarded,0,0.3333,1.18,1.53,1551.13,1563.84,P891,06/04/17,harvard_game_pigeons,s02
30,031,melioration,rewarded,0,0.3333,0.82,2.14,1565.84,1581.8,P891,06/04/17,harvard_game_pigeons,s02
31,032,melioration,rewarded,0,0.3333,0.82,2.79,1583.8,1600.41,P891,06/04/17,harvard_game_pigeons,s02
32,033,melioration,rewarded,0,0.3333,0.72,2.04,1602.41,1618.17,P891,06/04/17,harvard_game_pigeons,s02
33,034,melioration,rewarded,0,0.3333,1.91,1.97,1620.17,1637.05,P891,06/04/17,harvard_game_pigeons,s02
34,035,melioration,not_rewarded,0,0.3333,0.98,2.0,1639.05,1652.03,P891,06/04/17,harvard_game_pigeons,s02
35,036,melioration,not_rewarded,0,0.3333,0.88,1.31,1654.03,1666.22,P891,06/04/17,harvard_game_pigeons,s02
36,037,melioration,not_rewarded,0,0.3333,1.0,0.86,1668.22,1680.08,P891,06/04/17,harvard_game_pigeons,s02
37,038,melioration,not_rewarded,0,0.3333,2.53,2.06,1682.08,1696.67,P891,06/04/17,harvard_game_pigeons,s02
38,039,melioration,rewarded,0,0.3333,3.58,0.87,1698.67,1716.12,P891,06/04/17,harvard_game_pigeons,s02
39,040,melioration,rewarded,0,0.3333,3.79,3.22,1718.12,1738.13,P891,06/04/17,harvard_game_pigeons,s02
40,041,melioration,not_rewarded,0,0.3333,2.58,1.42,1740.13,1754.13,P891,06/04/17,harvard_game_pigeons,s02
41,042,melioration,rewarded,0,0.3333,1.77,0.82,1756.13,1771.72,P891,06/04/17,harvard_game_pigeons,s02
42,043,melioration,rewarded,0,0.3333,2.56,3.72,1773.72,1793.0,P891,06/04/17,harvard_game_pigeons,s02
43,044,melioration,rewarded,0,0.3333,4.66,1.69,1795.0,1814.35,P891,06/04/17,harvard_game_pigeons,s02
44,045,melioration,rewarded,0,0.3333,5.69,2.03,1816.35,1837.07,P891,06/04/17,harvard_game_pigeons,s02
45,046,melioration,not_rewarded,0,0.3333,4.92,0.81,1839.07,1854.8,P891,06/04/17,harvard_game_pigeons,s02
46,047,melioration,not_rewarded,0,0.3333,1.26,4.62,1856.8,1872.68,P891,06/04/17,harvard_game_pigeons,s02
47,048,melioration,not_rewarded,0,0.3333,5.12,0.88,1874.68,1890.68,P891,06/04/17,harvard_game_pigeons,s02
48,049,melioration,not_rewarded,0,0.3333,1.39,1.26,1892.68,1905.33,P891,06/04/17,harvard_game_pigeons,s02
49,050,melioration,not_rewarded,0,0.3333,3.73,3.32,1907.33,1924.38,P891,06/04/17,harvard_game_pigeons,s02
50,051,melioration,rewarded,0,0.3333,7.46,5.63,1926.38,1952.47,P891,06/04/17,harvard_game_pigeons,s02
51,052,melioration,not_rewarded,0,0.3333,2.59,1.58,1954.47,1968.64,P891,06/04/17,harvard_game_pigeons,s02
52,053,melioration,not_rewarded,0,0.3333,2.74,3.13,1970.64,1986.51,P891,06/04/17,harvard_game_pigeons,s02
53,054,melioration,not_rewarded,0,0.3333,4.85,3.05,1988.51,2006.41,P891,06/04/17,harvard_game_pigeons,s02
54,055,melioration,not_rewarded,0,0.3333,2.01,1.28,2008.41,2021.7,P891,06/04/17,harvard_game_pigeons,s02
55,056,melioration,not_rewarded,0,0.3333,6.44,1.76,2023.7,2041.9,P891,06/04/17,harvard_game_pigeons,s02
56,057,melioration,not_rewarded,0,0.3333,5.27,1.85,2043.9,2061.02,P891,06/04/17,harvard_game_pigeons,s02
57,058,melioration,rewarded,0,0.3333,5.24,2.62,2063.02,2083.88,P891,06/04/17,harvard_game_pigeons,s02
58,059,melioration,rewarded,0,0.3333,88.2,9.11,2085.88,2196.19,P891,06/04/17,harvard_game_pigeons,s02
59,060,melioration,not_rewarded,0,0.3333,21.38,2.41,2198.19,2231.98,P891,06/04/17,harvard_game_pigeons,s02
60,061,melioration,rewarded,0,0.3333,8.76,3.25,2233.98,2258.99,P891,06/04/17,harvard_game_pigeons,s02
61,062,melioration,not_rewarded,0,0.3333,4.07,0.87,2260.99,2275.93,P891,06/04/17,harvard_game_pigeons,s02
62,063,melioration,not_rewarded,0,0.3333,0.9,1.53,2277.93,2290.36,P891,06/04/17,harvard_game_pigeons,s02
63,064,melioration,not_rewarded,0,0.3333,2.98,0.9,2292.36,2306.24,P891,06/04/17,harvard_game_pigeons,s02
64,065,melioration,rewarded,0,0.3333,8.97,1.52,2308.24,2331.73,P891,06/04/17,harvard_game_pigeons,s02
65,066,melioration,not_rewarded,0,0.3333,0.87,1.42,2333.73,2346.02,P891,06/04/17,harvard_game_pigeons,s02
66,067,melioration,not_rewarded,0,0.3333,1.18,2.81,2348.02,2362.01,P891,06/04/17,harvard_game_pigeons,s02
67,068,maximization,not_rewarded,0,0.0,0.97,1.13,2364.01,2376.11,P891,06/04/17,harvard_game_pigeons,s02
68,069,melioration,rewarded,1,0.3889,0.99,3.9,2378.11,2396.0,P891,06/04/17,harvard_game_pigeons,s02
69,070,melioration,rewarded,0,0.3333,2.99,1.49,2398.0,2415.48,P891,06/04/17,harvard_game_pigeons,s02
70,071,melioration,not_rewarded,0,0.3333,1.9,3.11,2417.48,2432.49,P891,06/04/17,harvard_game_pigeons,s02
71,072,melioration,rewarded,0,0.3333,4.14,2.19,2434.49,2453.82,P891,06/04/17,harvard_game_pigeons,s02
72,073,melioration,rewarded,0,0.3333,6.91,2.31,2455.82,2478.04,P891,06/04/17,harvard_game_pigeons,s02
73,074,melioration,not_rewarded,0,0.3333,2.39,2.15,2480.04,2494.58,P891,06/04/17,harvard_game_pigeons,s02
74,075,melioration,rewarded,0,0.3333,2.83,3.06,2496.58,2515.47,P891,06/04/17,harvard_game_pigeons,s02
75,076,melioration,rewarded,0,0.3333,2.15,0.92,2517.47,2533.54,P891,06/04/17,harvard_game_pigeons,s02
76,077,melioration,rewarded,0,0.3333,3.47,1.53,2535.54,2553.54,P891,06/04/17,harvard_game_pigeons,s02
77,078,melioration,not_rewarded,0,0.3333,2.24,1.47,2555.54,2569.25,P891,06/04/17,harvard_game_pigeons,s02
78,079,melioration,rewarded,0,0.3333,5.72,0.93,2571.25,2590.9,P891,06/04/17,harvard_game_pigeons,s02
79,080,melioration,not_rewarded,0,0.3333,5.78,1.48,2592.9,2610.16,P891,06/04/17,harvard_game_pigeons,s02
80,081,melioration,rewarded,0,0.3333,2.3,0.8,2612.16,2628.26,P891,06/04/17,harvard_game_pigeons,s02
81,082,melioration,rewarded,0,0.3333,2.8,4.49,2630.26,2650.55,P891,06/04/17,harvard_game_pigeons,s02
82,083,melioration,not_rewarded,0,0.3333,3.64,0.72,2652.55,2666.91,P891,06/04/17,harvard_game_pigeons,s02
83,084,melioration,not_rewarded,0,0.3333,3.76,3.19,2668.91,2685.86,P891,06/04/17,harvard_game_pigeons,s02
84,085,melioration,not_rewarded,0,0.3333,10.04,2.75,2687.86,2710.65,P891,06/04/17,harvard_game_pigeons,s02
85,086,melioration,not_rewarded,0,0.3333,4.31,0.82,2712.65,2727.78,P891,06/04/17,harvard_game_pigeons,s02
86,087,melioration,not_rewarded,0,0.3333,3.0,1.44,2729.78,2744.22,P891,06/04/17,harvard_game_pigeons,s02
87,088,melioration,rewarded,0,0.3333,4.73,0.88,2746.22,2764.83,P891,06/04/17,harvard_game_pigeons,s02
88,089,melioration,rewarded,0,0.3333,2.17,2.18,2766.83,2784.18,P891,06/04/17,harvard_game_pigeons,s02
89,090,melioration,not_rewarded,0,0.3333,4.03,1.9,2786.18,2802.11,P891,06/04/17,harvard_game_pigeons,s02
90,091,melioration,rewarded,0,0.3333,11.17,1.4,2804.11,2829.68,P891,06/04/17,harvard_game_pigeons,s02
91,092,melioration,not_rewarded,0,0.3333,15.91,2.35,2831.68,2859.94,P891,06/04/17,harvard_game_pigeons,s02
92,093,melioration,not_rewarded,0,0.3333,23.53,1.93,2861.94,2897.4,P891,06/04/17,harvard_game_pigeons,s02
93,094,melioration,not_rewarded,0,0.3333,23.11,0.86,2899.4,2933.37,P891,06/04/17,harvard_game_pigeons,s02
94,095,melioration,not_rewarded,0,0.3333,5.0,2.3,2935.37,2952.67,P891,06/04/17,harvard_game_pigeons,s02
95,096,melioration,not_rewarded,0,0.3333,2.19,1.22,2954.67,2968.08,P891,06/04/17,harvard_game_pigeons,s02
96,097,melioration,not_rewarded,0,0.3333,2.49,2.27,2970.08,2984.84,P891,06/04/17,harvard_game_pigeons,s02
97,098,melioration,not_rewarded,0,0.3333,0.88,1.55,2986.84,2999.27,P891,06/04/17,harvard_game_pigeons,s02
98,099,melioration,not_rewarded,0,0.3333,2.3,1.39,3001.27,3014.96,P891,06/04/17,harvard_game_pigeons,s02
99,100,melioration,not_rewarded,0,0.3333,4.05,3.85,3016.96,3034.86,P891,06/04/17,harvard_game_pigeons,s02
100,101,melioration,rewarded,0,0.3333,2.31,0.81,3036.86,3052.98,P891,06/04/17,harvard_game_pigeons,s02
101,102,melioration,not_rewarded,0,0.3333,2.44,1.84,3054.98,3069.26,P891,06/04/17,harvard_game_pigeons,s02
102,103,melioration,rewarded,0,0.3333,1.85,3.48,3071.26,3089.59,P891,06/04/17,harvard_game_pigeons,s02
103,104,melioration,rewarded,0,0.3333,4.75,2.51,3091.59,3111.85,P891,06/04/17,harvard_game_pigeons,s02
104,105,melioration,not_rewarded,0,0.3333,2.52,0.83,3113.85,3127.2,P891,06/04/17,harvard_game_pigeons,s02
105,106,melioration,rewarded,0,0.3333,2.97,2.51,3129.2,3147.68,P891,06/04/17,harvard_game_pigeons,s02
106,107,melioration,not_rewarded,0,0.3333,8.21,2.62,3149.68,3170.51,P891,06/04/17,harvard_game_pigeons,s02
107,108,melioration,not_rewarded,0,0.3333,28.73,1.72,3172.51,3212.96,P891,06/04/17,harvard_game_pigeons,s02
108,109,melioration,not_rewarded,0,0.3333,16.15,0.95,3214.96,3242.06,P891,06/04/17,harvard_game_pigeons,s02
109,110,melioration,not_rewarded,0,0.3333,1.41,0.91,3244.06,3256.38,P891,06/04/17,harvard_game_pigeons,s02
110,111,melioration,not_rewarded,0,0.3333,4.27,3.56,3258.38,3276.21,P891,06/04/17,harvard_game_pigeons,s02
111,112,melioration,not_rewarded,0,0.3333,19.7,1.69,3278.21,3309.6,P891,06/04/17,harvard_game_pigeons,s02
112,113,melioration,not_rewarded,0,0.3333,1.28,2.05,3311.6,3324.93,P891,06/04/17,harvard_game_pigeons,s02
113,114,melioration,rewarded,0,0.3333,4.42,3.04,3326.93,3347.39,P891,06/04/17,harvard_game_pigeons,s02
114,115,melioration,not_rewarded,0,0.3333,2.52,0.94,3349.39,3362.85,P891,06/04/17,harvard_game_pigeons,s02
115,116,melioration,not_rewarded,0,0.3333,1.33,1.33,3364.85,3377.51,P891,06/04/17,harvard_game_pigeons,s02
116,117,melioration,not_rewarded,0,0.3333,1.03,2.35,3379.51,3392.89,P891,06/04/17,harvard_game_pigeons,s02
117,118,melioration,rewarded,0,0.3333,6.72,0.95,3394.89,3415.56,P891,06/04/17,harvard_game_pigeons,s02
118,119,melioration,not_rewarded,0,0.3333,3.23,1.36,3417.56,3432.15,P891,06/04/17,harvard_game_pigeons,s02
119,120,melioration,not_rewarded,0,0.3333,2.61,1.97,3434.15,3448.73,P891,06/04/17,harvard_game_pigeons,s02
120,121,melioration,not_rewarded,0,0.3333,1.5,1.28,3450.73,3463.51,P891,06/04/17,harvard_game_pigeons,s02
121,122,melioration,not_rewarded,0,0.3333,2.16,0.67,3465.51,3478.34,P891,06/04/17,harvard_game_pigeons,s02
122,123,melioration,not_rewarded,0,0.3333,2.68,2.56,3480.34,3495.58,P891,06/04/17,harvard_game_pigeons,s02
123,124,melioration,rewarded,0,0.3333,1.95,2.64,3497.58,3515.17,P891,06/04/17,harvard_game_pigeons,s02
124,125,melioration,rewarded,0,0.3333,3.3,2.3,3517.17,3535.77,P891,06/04/17,harvard_game_pigeons,s02
125,126,melioration,rewarded,0,0.3333,1.14,1.52,3537.77,3553.43,P891,06/04/17,harvard_game_pigeons,s02
126,127,melioration,not_rewarded,0,0.3333,8.71,1.55,3555.43,3575.69,P891,06/04/17,harvard_game_pigeons,s02
127,128,melioration,rewarded,0,0.3333,1.56,2.52,3577.69,3594.77,P891,06/04/17,harvard_game_pigeons,s02
128,,,,,,,,,,P891,06/04/17,harvard_game_pigeons,s02
0,001,melioration,not_rewarded,3,0.5,608.51,51.45,0.0,669.96,P498,06/03/17,harvard_game_pigeons,s01
1,002,melioration,rewarded,2,0.4444,92.05,1.48,671.96,778.49,P498,06/03/17,harvard_game_pigeons,s01
2,003,melioration,rewarded,1,0.3889,131.64,0.91,780.49,926.04,P498,06/03/17,harvard_game_pigeons,s01
3,004,melioration,not_rewarded,0,0.3333,55.32,1.09,928.04,994.45,P498,06/03/17,harvard_game_pigeons,s01
4,005,melioration,rewarded,0,0.3333,2.25,0.7,996.45,1012.4,P498,06/03/17,harvard_game_pigeons,s01
5,006,melioration,not_rewarded,0,0.3333,2.53,1.16,1014.4,1028.09,P498,06/03/17,harvard_game_pigeons,s01
6,007,melioration,rewarded,0,0.3333,7.38,1.66,1030.09,1052.13,P498,06/03/17,harvard_game_pigeons,s01
7,008,melioration,not_rewarded,0,0.3333,0.99,1.23,1054.13,1066.35,P498,06/03/17,harvard_game_pigeons,s01
8,009,maximization,not_rewarded,0,0.0,2.3,1.42,1068.35,1082.07,P498,06/03/17,harvard_game_pigeons,s01
9,010,melioration,not_rewarded,1,0.3889,4.73,0.68,1084.07,1099.48,P498,06/03/17,harvard_game_pigeons,s01
10,011,melioration,rewarded,0,0.3333,9.91,0.67,1101.48,1125.06,P498,06/03/17,harvard_game_pigeons,s01
11,012,melioration,not_rewarded,0,0.3333,1.21,0.7,1127.06,1138.97,P498,06/03/17,harvard_game_pigeons,s01
12,013,melioration,rewarded,0,0.3333,1.86,0.72,1140.97,1156.55,P498,06/03/17,harvard_game_pigeons,s01
13,014,melioration,not_rewarded,0,0.3333,1.56,0.74,1158.55,1170.85,P498,06/03/17,harvard_game_pigeons,s01
14,015,melioration,not_rewarded,0,0.3333,1.52,0.92,1172.85,1185.29,P498,06/03/17,harvard_game_pigeons,s01
15,016,melioration,not_rewarded,0,0.3333,1.21,0.69,1187.29,1199.19,P498,06/03/17,harvard_game_pigeons,s01
16,017,melioration,rewarded,0,0.3333,3.74,0.72,1201.19,1218.65,P498,06/03/17,harvard_game_pigeons,s01
17,018,melioration,not_rewarded,0,0.3333,1.72,1.03,1220.65,1233.4,P498,06/03/17,harvard_game_pigeons,s01
18,019,melioration,not_rewarded,0,0.3333,10.2,1.33,1235.4,1256.93,P498,06/03/17,harvard_game_pigeons,s01
19,020,melioration,not_rewarded,0,0.3333,2.88,0.7,1258.93,1272.51,P498,06/03/17,harvard_game_pigeons,s01
20,021,melioration,not_rewarded,0,0.3333,1.72,1.65,1274.51,1287.88,P498,06/03/17,harvard_game_pigeons,s01
21,022,melioration,not_rewarded,0,0.3333,9.23,0.86,1289.88,1309.97,P498,06/03/17,harvard_game_pigeons,s01
22,023,melioration,not_rewarded,0,0.3333,7.58,0.68,1311.97,1330.23,P498,06/03/17,harvard_game_pigeons,s01
23,024,melioration,not_rewarded,0,0.3333,82.28,0.69,1332.23,1425.2,P498,06/03/17,harvard_game_pigeons,s01
24,025,melioration,not_rewarded,0,0.3333,1009.2,1.68,1427.2,2448.08,P498,06/03/17,harvard_game_pigeons,s01
25,,,,,,,,,,P498,06/03/17,harvard_game_pigeons,s01
0,001,melioration,rewarded,3,0.5,713.63,2.55,0.0,729.18,P327,06/05/17,harvard_game_pigeons,s03
1,002,melioration,not_rewarded,2,0.4444,9.74,3.23,731.18,754.15,P327,06/05/17,harvard_game_pigeons,s03
2,003,melioration,not_rewarded,1,0.3889,3.97,3.91,756.15,774.03,P327,06/05/17,harvard_game_pigeons,s03
3,004,melioration,rewarded,0,0.3333,0.78,1.36,776.03,791.17,P327,06/05/17,harvard_game_pigeons,s03
4,005,melioration,not_rewarded,0,0.3333,1.68,1.29,793.17,806.14,P327,06/05/17,harvard_game_pigeons,s03
5,006,melioration,rewarded,0,0.3333,1.16,1.96,808.14,824.26,P327,06/05/17,harvard_game_pigeons,s03
6,007,maximization,not_rewarded,0,0.0,4.46,10.16,826.26,850.88,P327,06/05/17,harvard_game_pigeons,s03
7,008,melioration,rewarded,1,0.3889,12.36,50.29,852.88,928.53,P327,06/05/17,harvard_game_pigeons,s03
8,009,melioration,not_rewarded,0,0.3333,5.36,5.93,930.53,951.82,P327,06/05/17,harvard_game_pigeons,s03
9,010,melioration,rewarded,0,0.3333,4.96,3.83,953.82,975.61,P327,06/05/17,harvard_game_pigeons,s03
10,011,melioration,not_rewarded,0,0.3333,7.01,2.78,977.61,997.4,P327,06/05/17,harvard_game_pigeons,s03
11,012,melioration,not_rewarded,0,0.3333,391.66,4.5,999.4,1405.56,P327,06/05/17,harvard_game_pigeons,s03
12,013,melioration,not_rewarded,0,0.3333,10.65,2.11,1407.56,1430.32,P327,06/05/17,harvard_game_pigeons,s03
13,014,melioration,rewarded,0,0.3333,1.01,2.06,1432.32,1448.39,P327,06/05/17,harvard_game_pigeons,s03
14,015,melioration,rewarded,0,0.3333,2.0,1.63,1450.39,1467.02,P327,06/05/17,harvard_game_pigeons,s03
15,016,melioration,not_rewarded,0,0.3333,2.11,1.67,1469.02,1482.8,P327,06/05/17,harvard_game_pigeons,s03
16,017,melioration,rewarded,0,0.3333,2.07,2.56,1484.8,1502.43,P327,06/05/17,harvard_game_pigeons,s03
17,018,melioration,rewarded,0,0.3333,1.61,2.02,1504.43,1521.06,P327,06/05/17,harvard_game_pigeons,s03
18,019,melioration,not_rewarded,0,0.3333,2.18,1.14,1523.06,1536.38,P327,06/05/17,harvard_game_pigeons,s03
19,020,melioration,not_rewarded,0,0.3333,1.91,1.13,1538.38,1551.42,P327,06/05/17,harvard_game_pigeons,s03
20,021,melioration,rewarded,0,0.3333,1.88,0.93,1553.42,1569.23,P327,06/05/17,harvard_game_pigeons,s03
21,022,melioration,not_rewarded,0,0.3333,1.41,0.77,1571.23,1583.41,P327,06/05/17,harvard_game_pigeons,s03
22,023,melioration,not_rewarded,0,0.3333,0.75,2.23,1585.41,1598.39,P327,06/05/17,harvard_game_pigeons,s03
23,024,melioration,not_rewarded,0,0.3333,0.56,1.16,1600.39,1612.11,P327,06/05/17,harvard_game_pigeons,s03
24,025,melioration,not_rewarded,0,0.3333,1.14,1.21,1614.11,1626.46,P327,06/05/17,harvard_game_pigeons,s03
25,026,melioration,not_rewarded,0,0.3333,2.83,0.92,1628.46,1642.21,P327,06/05/17,harvard_game_pigeons,s03
26,027,melioration,rewarded,0,0.3333,0.54,1.59,1644.21,1659.34,P327,06/05/17,harvard_game_pigeons,s03
27,028,melioration,not_rewarded,0,0.3333,2.15,1.09,1661.34,1674.58,P327,06/05/17,harvard_game_pigeons,s03
28,029,melioration,not_rewarded,0,0.3333,2.26,1.03,1676.58,1689.87,P327,06/05/17,harvard_game_pigeons,s03
29,030,melioration,not_rewarded,0,0.3333,4.05,0.9,1691.87,1706.82,P327,06/05/17,harvard_game_pigeons,s03
30,031,melioration,rewarded,0,0.3333,1.33,0.77,1708.82,1723.92,P327,06/05/17,harvard_game_pigeons,s03
31,032,melioration,not_rewarded,0,0.3333,2.56,0.53,1725.92,1739.01,P327,06/05/17,harvard_game_pigeons,s03
32,033,melioration,not_rewarded,0,0.3333,2.18,1.58,1741.01,1754.77,P327,06/05/17,harvard_game_pigeons,s03
33,034,melioration,rewarded,0,0.3333,3.7,1.35,1756.77,1774.82,P327,06/05/17,harvard_game_pigeons,s03
34,035,melioration,not_rewarded,0,0.3333,2.4,0.6,1776.82,1789.82,P327,06/05/17,harvard_game_pigeons,s03
35,036,melioration,not_rewarded,0,0.3333,2.83,1.34,1791.82,1805.99,P327,06/05/17,harvard_game_pigeons,s03
36,037,melioration,rewarded,0,0.3333,1.41,0.58,1807.99,1822.98,P327,06/05/17,harvard_game_pigeons,s03
37,038,melioration,not_rewarded,0,0.3333,1.34,0.77,1824.98,1837.09,P327,06/05/17,harvard_game_pigeons,s03
38,039,melioration,rewarded,0,0.3333,1.85,2.18,1839.09,1856.12,P327,06/05/17,harvard_game_pigeons,s03
39,040,melioration,not_rewarded,0,0.3333,3.49,1.31,1858.12,1872.92,P327,06/05/17,harvard_game_pigeons,s03
40,041,melioration,not_rewarded,0,0.3333,1.25,0.69,1874.92,1886.86,P327,06/05/17,harvard_game_pigeons,s03
41,042,melioration,not_rewarded,0,0.3333,0.59,1.01,1888.86,1900.46,P327,06/05/17,harvard_game_pigeons,s03
42,043,melioration,not_rewarded,0,0.3333,1.82,1.04,1902.46,1915.32,P327,06/05/17,harvard_game_pigeons,s03
43,044,melioration,rewarded,0,0.3333,3.69,0.67,1917.32,1934.68,P327,06/05/17,harvard_game_pigeons,s03
44,045,melioration,rewarded,0,0.3333,1.0,1.08,1936.68,1951.76,P327,06/05/17,harvard_game_pigeons,s03
45,046,melioration,not_rewarded,0,0.3333,1.79,0.86,1953.76,1966.41,P327,06/05/17,harvard_game_pigeons,s03
46,047,melioration,rewarded,0,0.3333,3.17,1.09,1968.41,1985.67,P327,06/05/17,harvard_game_pigeons,s03
47,048,melioration,not_rewarded,0,0.3333,2.73,0.59,1987.67,2000.99,P327,06/05/17,harvard_game_pigeons,s03
48,049,melioration,rewarded,0,0.3333,1.42,0.76,2002.99,2018.17,P327,06/05/17,harvard_game_pigeons,s03
49,050,melioration,not_rewarded,0,0.3333,1.79,0.88,2020.17,2032.84,P327,06/05/17,harvard_game_pigeons,s03
50,051,melioration,not_rewarded,0,0.3333,1.1,0.62,2034.84,2046.56,P327,06/05/17,harvard_game_pigeons,s03
51,052,melioration,rewarded,0,0.3333,0.95,0.63,2048.56,2063.14,P327,06/05/17,harvard_game_pigeons,s03
52,053,melioration,rewarded,0,0.3333,3.71,0.98,2065.14,2082.83,P327,06/05/17,harvard_game_pigeons,s03
53,054,melioration,not_rewarded,0,0.3333,2.37,2.13,2084.83,2099.33,P327,06/05/17,harvard_game_pigeons,s03
54,055,melioration,not_rewarded,0,0.3333,2.39,1.52,2101.33,2115.24,P327,06/05/17,harvard_game_pigeons,s03
55,056,melioration,not_rewarded,0,0.3333,1.03,2.81,2117.24,2131.08,P327,06/05/17,harvard_game_pigeons,s03
56,057,melioration,rewarded,0,0.3333,2.81,1.18,2133.08,2150.07,P327,06/05/17,harvard_game_pigeons,s03
57,058,melioration,not_rewarded,0,0.3333,1.31,0.99,2152.07,2164.37,P327,06/05/17,harvard_game_pigeons,s03
58,059,melioration,not_rewarded,0,0.3333,2.28,1.2,2166.37,2179.85,P327,06/05/17,harvard_game_pigeons,s03
59,060,melioration,rewarded,0,0.3333,0.63,1.23,2181.85,2196.71,P327,06/05/17,harvard_game_pigeons,s03
60,061,melioration,not_rewarded,0,0.3333,1.25,2.6,2198.71,2212.56,P327,06/05/17,harvard_game_pigeons,s03
61,062,melioration,not_rewarded,0,0.3333,2.26,0.76,2214.56,2227.58,P327,06/05/17,harvard_game_pigeons,s03
62,063,melioration,not_rewarded,0,0.3333,0.73,2.22,2229.58,2242.53,P327,06/05/17,harvard_game_pigeons,s03
63,064,melioration,not_rewarded,0,0.3333,0.55,0.78,2244.53,2255.86,P327,06/05/17,harvard_game_pigeons,s03
64,065,melioration,not_rewarded,0,0.3333,1.51,0.64,2257.86,2270.01,P327,06/05/17,harvard_game_pigeons,s03
65,066,melioration,not_rewarded,0,0.3333,4.2,0.93,2272.01,2287.14,P327,06/05/17,harvard_game_pigeons,s03
66,067,melioration,not_rewarded,0,0.3333,2.13,0.81,2289.14,2302.08,P327,06/05/17,harvard_game_pigeons,s03
67,068,melioration,not_rewarded,0,0.3333,50.38,1.95,2304.08,2366.41,P327,06/05/17,harvard_game_pigeons,s03
68,069,melioration,not_rewarded,0,0.3333,37.71,1.1,2368.41,2417.22,P327,06/05/17,harvard_game_pigeons,s03
69,070,melioration,not_rewarded,0,0.3333,0.99,2.24,2419.22,2432.45,P327,06/05/17,harvard_game_pigeons,s03
